id,name,desc,url,img_url,domain
630c65cc08b16f00131ac4c8,Qritive,"Qritive develops clinical-grade AI-powered solutions to support pathologists in every step of the way, helping them to optimise patient outcomes and enable fast, accurate, and affordable cancer diagnosis.
",https://www.qritive.com,/images/630c65cc08b16f00131ac4c8/Question 4 - QritiveLogoHiRes_Colour.png,hbms
6345943d3f497f00122889bb,QuantumTX,"QuantumTX is a Healthcare company employing its unique Quantum Mitohormesis tech to bring additional benefits of exercise without added stress or strain. It is helping seniors everywhere stay fit and healthy, enhancing top-athletes’ performance, and enabling exercise to be prescribed as medicine.",www.quantumtx.com,/images/6345943d3f497f00122889bb/Question 4 - QuantumTX logo 300dpi colour.png,hbms
63456872a368d20012e5eab3,Riverr ,"Riverr connects the world’s health data. The platform solves fragmentation that have held back AI and patient-level data collaboration in the past, giving healthcare organisations the ability to make accurate, explainable, and actionable predictions of individual-level health risks.",https://riverr.ai/,/images/63456872a368d20012e5eab3/Question 4 - Riverr_logo_16_9format.png,hbms
62fb09e993b689001291f3c2,RushOwl,"RushOwl is an AI-driven Mobility-as-a-Service (MaaS) platform that enables land transport vehicles to become on-demand, shared and dynamically routed.  It aims to be the ""Future of Mass Transit"" in Singapore and the world. 
",https://www.rushowl.app,/images/62fb09e993b689001291f3c2/Question 4 - Full logo yellow rounded (1).png,uss
630c60f12849920013441626,Sentient.io ,Sentient.io operates an AI & Data secure platform that allows software developers to collaborate on augmenting algorithms through a blend of in-house and external models. It provides ready-made models for easy-adoption and turnkey AI solutions for enterprises at every stage of their digitalisation journey.,https://www.sentient.io/en/,/images/630c60f12849920013441626/Question 4 - SentientIO logo-rgb-portrait (2).png,sde
62fb15b6f87eed0012f49fdc,SESTO Robotics,"SESTO Robotics is a leading provider of Autonomous Mobile Robots (AMRs) and applications that automate delivery and material handling processes in manufacturing, healthcare and commercial facilities.",https://www.sestorobotics.com,/images/62fb15b6f87eed0012f49fdc/Question 4 - 3D2A8E16-63F6-424F-AE6F-B985A1782893.jpeg,ame
62fb400f8df3600012ab9193,Shiok Meats,"Founded in 2018, Shiok Meats is Southeast Asia's first cultivated seafood and meat company and the first cultivated crustacean company globally. It makes sustainable, delicious, and environmentally-friendly seafood and meat using stem cells.",https://WWW.SHIOKMEATS.COM,/images/62fb400f8df3600012ab9193/Question 4 - HIGHRES_SHIOKMEATS_LOGO_BLACK.png,agri
6306f3273e0e370012ff5355,Silver Factory Technology,Silver Factory Technology aims to provide high quality plasmonic nanoparticles and customised nanoparticles for various industries. It is also actively co-developing novel materials and nanoparticle products through collaborations.,https://silverfactorytechnology.com/,/images/6306f3273e0e370012ff5355/Question 4 - SFT New Logo.png,ame
6392d225f6524f0011e47648,Singapore Institute of Advanced Medicine Holdings,"Singapore Institute of Advanced Medicine Holdings is a healthcare service provider that uses advanced technology for early and accurate diagnosis, and offers appropriate treatments to achieve better outcomes and quality of life for their patients, including those with cancer, neurodegenerative and cardiovascular diseases.",http://advancedmedicine.sg/,/images/Question 4 - SIAMH logo.png,hbms
6312d174137da7001248566a,Singrow,"Singrow is a Singapore-based Farming As A Service (FaaS) company with core IPs of proprietary crops varieties, novel growing protocol, and patented precision agriculture system. With its unique business model, Singrow has served franchise and contract farms, hotels and offices, in ASEAN and China.",https://www.singrow.net/,/images/6312d174137da7001248566a/Question 4 - Singrow_Logo-01.jpg,agri
634d52746eff0c00114bb8cd,SKALE (GrowthDesk),"SKALE enables Retailers, Malls, Brands and FMCG businesses to digitize offline retail marketing to drive footfall, build customer database and effectively track sales conversion in store. SKALE also enables SME e-commerce brands to unlock advanced e-commerce capabilities in a few clicks.",www.skale.today,/images/634d52746eff0c00114bb8cd/Question 4 - SKALE Colored Logo.png,sde
62fde95529f49e0013a1c401,Sleek,"Sleek enables entrepreneurs and investors around the world to quickly register their business and manage their accounting, tax compliance, payments and governance needs effortlessly using a simple, all-in-one, fully digital platform. Sleek is trusted by over 450,000 businesses globally.",https://sleek.com/,/images/62fde95529f49e0013a1c401/Question 4 - LOGO.png,sde
62fb082508b16f00135309d9,Smartkarma Innovations,"Smartkarma brings Investors, independent Insight Providers, and Corporates together within a single network, offering a curated collection of top investment research for a single, affordable subscription.",https://www.smartkarma.com,/images/62fb082508b16f00135309d9/Question 4 - smartkarma-primary-logo-full-colour-1000px.png,sde
63057d232849920013fbbfac,SpaceAge Labs,"SpaceAge Labs help cities, utilities, OEMs and industrial customers use real time sensor data and IoT / AI based insights to sustainably manage remote and distributed water & greenery assets such as sewers, drains, lawns, pipes, trees and decentralised water skids.",https://www.spaceage-labs.com/,/images/63057d232849920013fbbfac/Question 4 - SAL_Color_Logo_transparent bg.png,ame
63451bbac02c0300114e44f2,Speedcargo Technologies,"Speedcargo Technologies brings innovative solutions with computer vision technologies, advanced algorithms and artificial intelligence to transform the air cargo operations of Airlines and Ground Handlers.",https://www.speedcargo.sg/,/images/63451bbac02c0300114e44f2/Question 4 - SPEEDCARGO_blck.png,sde
634cfcca6200220012cd1e75,Structo,"Structo is a 3D printing solutions provider. Using innovative and proprietary technology, they develop novel digital manufacturing solutions to solve challenging manufacturing problems via additive manufacturing hardware, material sciences and automation systems.",https://www.structo3d.com/,/images/634cfcca6200220012cd1e75/Question 4 - Structo_V1_FullColour_WhiteBG_Large_R.png,ame
63452a66a368d20012e0d897,Style Theory,Style Theory is Southeast Asia's leading circular fashion platform for designer bags and apparel. Members can rent unlimited well-made bags and clothes from slow fashion and luxury brands for a fixed monthly subscription price.,styletheory.co,/images/63452a66a368d20012e0d897/Question 4 - logo_web_resolution_black copy.png,sde
62fc6a050405b70012fb0bd1,TagTeam,TagTeam builds hardware and software from lasertag to VR/AR software deployed in law enforcement agencies & schools. Its VR Chemistry lab allows users to simulate experiments safely without chemicals and its proprietary Lasertag system offers live scoring during events.,https://tagteaminc.sg/,/images/62fc6a050405b70012fb0bd1/Question 4 - TAG TEAM logo text (BW backgrd)_v1.png,sde
62fafc033e0e370012691d9f,Teamie,"Teamie is an EduTech platform company which provides a cloud-based Learning Management System (LMS) for K-12, international schools, tertiary education institutions, and Enterprises Training Service Providers to help them deliver online, blended or classroom-based learning programs. ",https://www.theteamie.com,/images/62fafc033e0e370012691d9f/Question 4 - teamie-logo.png,sde
62fb172c28499200137ee2e8,Third Wave Power,"Third Wave Power combines sustainable energy with innovative technology, creating portable power solutions that are essential on and off the power grid. The range includes solar lighting solutions & solar charging solutions. Customers range from rural users, outdoor hobbyists, field professionals.",https://www.thirdwavepower.com,/images/62fb172c28499200137ee2e8/Question 4 - TWP_logo_horizontal_highres yellow.png,uss
62fb508029f49e00137c0140,Tookitaki,"Tookitaki is a regulatory technology company offering anti-financial crime solutions to banks and fintech firms to help them transform their AML compliance needs. Founded in November 2014, the company employs over 100 people across Singapore, USA, UK, UAE, the Philippines, Taiwan and India.",https://www.tookitaki.ai/,/images/62fb508029f49e00137c0140/Question 4 - New Logo Royal blue Colour .png,sde
63873006b8403d00117850b1,Trakomatic,Trakomatic specializes in using advanced AI technologies to track and analyze of human behaviors in the physical space and enable business owners to make smarter and data-driven decisions. Their cloud platform enables the sharing of data among different IOT sensors and BI reports for business.,https://www.trakomatic.com/,/images/Trakomatic_Logo_PMS_Pos (Transparent).png,sde
630ee3600af0c4001264ae7f,Transcelestial,"Transcelestial is building the future of internet distribution, with the ultimate goal of building a space laser network to deliver a step-change in internet connectivity globally.",https://www.transcelestial.com,/images/630ee3600af0c4001264ae7f/Question 4 - Transcelestial - Blue logo.png,uss
634e6f586a6ac9001112e5a5,TRIA,"TRIA is an award winning, “close-the-loop” company for packaging solutions. The company works with clients from concept, development to manufacturing, as well as in lifecycle carbon assessments, to develop an end-end ecosystem that helps their clients meet their sustainability goals.",tria.solutions,/images/634e6f586a6ac9001112e5a5/Question 4 - TRIA_logosq.jpg,uss
62fc9bd78df3600012c113b2,Turnkey Lender,"TurnKey Lender is a global B2B SaaS company that offers AI-powered lending automation and decision management solutions in 50+ countries and counting. From origination and underwriting, to servicing, collection, and reporting, the award-winning software automates every step of the lending process.",https://www.turnkey-lender.com/,/images/62fc9bd78df3600012c113b2/Question 4 - TKL logo compact light.png,sde
62fb025e28499200137c816c,twoplus Fertility,twoplus develops and commercializes proprietary fertility products that help couples with fertility issues. twoplus is a first mover in providing an ecosystem of home-based fertility solutions that leverage patented technologies to address the varied needs of a couples’ conception journey.,https://twoplusfertility.com,/images/62fb025e28499200137c816c/Question 4 - twoplus_150x@2x.png,hbms
62fc79718df3600012bd5959,uHoo,"uHoo is a climate-tech SaaS company that monitors and manages the indoor environment of homes and buildings to help them improve health and wellbeing, decarbonize and enhance their ESG performance. It does this using our patented sensors, calibration algorithms and software.",https://getuhoo.com,/images/62fc79718df3600012bd5959/Question 4 - logo.png,uss
630998510386aa0012b550ab,VersaFleet,"VersaFleet’s enterprise transport management software (TMS SaaS) automates the world’s logistics operations by digitalising supply chains ground up, simplifying day-to-day ops for FMCG and retail brands worldwide.",https://VersaFleet.co,/images/630998510386aa0012b550ab/Question 4 - Logo Primary.png,uss
62fad9af88544f0012264812,Vflowtech,"Vflowtech manufactures Vanadium Redox Flow Batteries, which have longer lifespan and lower chances of catching fire than current Li-on batteries. These batteries can be used in utility-scale and long-term stationary storage, especially for off-grid systems relying on renewables.",https://WWW.VFLOWTECH.COM,/images/62fad9af88544f0012264812/Question 4 - VFT Logo (Original).png,ame
62fb2df32c1e910013e6f7a5,WaveScan,"WaveScan is an A*STAR spin-off that develops 3D imaging technology for non-destructive testing (NDT) applications. It has developed modular scanners that can integrate into robotic platforms to achieve high-resolution automated structural inspections, with AI-powered image analysis and tagging capabilities for various industry use-cases.",https://www.wavescan.sg/,/images/62fb2df32c1e910013e6f7a5/Question 4 - WaveScan high res logo.png,ame
62fca58e0386aa00121e43f2,Willowmore,"Willowmore focuses on the development of Smart Locks, Smart Access Control and Management system to provide robust physical security, enhances manpower utilisation and visibility of Critical Infrastructure sites.",https://www.willowmore.com.sg,/images/62fca58e0386aa00121e43f2/Question 4 - Willowmore_Logo_Final_Colour.png,uss
62fd441129f49e0013972137,Wittaya Aqua,"Wittaya Aqua is a software and service company that helps aquaculture farms, feed, and feed ingredient companies use data to make better decisions.  Its mission is to help increase global seafood production in a sustainable and ethical manner.",https://wittaya-aqua.ca/,/images/62fd441129f49e0013972137/Question 4 - Wittaya-Aqua.png,agri
63574045c8a90f0012c86fe2,Wootag,Wootag turns viewers into customers with their interactive video platform. Their suite of various solutions present a one-stop shop for brands to create optimised videos for multiple channels and reach their audience no matter where they are.,https://www.wootag.com,/images/wootag.png,sde
62fb28300405b70012e7ed2d,Workforce Optimizer,"Workforce Optimizer (WFO) is a leading provider of AI-enabled workforce management software solution. Unlike existing approaches, WFO employs award-winning AI algorithms that synthesize and process complex rules to predict labor demand, optimise team schedules, and dynamically re-deploy workforce.
",https://workforceoptimizer.com/,/images/62fb28300405b70012e7ed2d/Question 4 - workforce-optimizer-logo.png,hbms
62fc57508df3600012ba2a52,Workmate,"Workmate is a leading provider of staffing and workforce management solutions for Southeast Asia’s frontline workforce. Solutions include on-demand staffing for companies to connect with a qualified temporary workforce, and a workforce management platform to manage their permanent workforce.",https://www.workmate.asia,/images/62fc57508df3600012ba2a52/Question 4 - Workmate Logo (resized).jpg,sde
62fb45b9f87eed0012f99b20,X0PA AI,"X0PA AI is an AI-powered end-to-end B2B platform that helps in streamlining hiring and selections, from sourcing potential candidates, screening objectively and at scale, virtual and asynchronous interview/assessments, to final selections and onboarding.",https://www.x0pa.com,/images/62fb45b9f87eed0012f99b20/Question 4 - X0PA-BLACK-SQUARE.png,sde
630493db0386aa0012780a82,Zenyum,"Zenyum stands for delivering excellent Smile Cosmetics products that stand out in a competitive environment and make them proud. They deliver value from a proven technology, cutting-edge design and brand communication.",https://www.zenyum.com/sg-en,/images/630493db0386aa0012780a82/Question 4 - logo.png,hbms
63073be20386aa00129dc495,Zero Error Systems,"Zero-Error Systems is a deep-tech spin-off from Nanyang Technological University, Singapore. It addresses unresolved critical problems related to radiation impact and reliable power-efficiency found in Space, Automotive, and 5G/IoT.",https://zero-errorsystems.com/,/images/63073be20386aa00129dc495/Question 4 - ZES Logo.png,ame
634d66d76eff0c00114c4f83,Zero2.5 Biotech,Zero2.5 is a Singapore-based spin-off from Temasek Life Sciences Laboratory that designs and manufactures innovative plant-based products & services to deliver clean air. Its air ionizers are capable of producing highly purified air that significantly reduces PM2.5 particles and aerosols in the air.,www.zero2-5.com,/images/634d66d76eff0c00114c4f83/Question 4 - logo-official v2.2.png,uss
62fd9a4f2c1e9100130923b4,Zuno Carbon,"Zuno Carbon provides end-to-end carbon management solutions that enable organisations to measure, report, and ultimately reduce their emissions & impact to the environment.",https://zunocarbon.com/,/images/62fd9a4f2c1e9100130923b4/Question 4 - 1. Zuno Carbon Logo_Official_Transparent.png,uss
62fb50f608b16f00135aeb96,ZUZU,"ZUZU empowers independent hotels to thrive in a technology-driven world. With a proprietary all-in-one platform underpinning its Revenue & Distribution Management services, it offers technology and expertise of hotel chains to hotels with limited resources, without associated costs and restrictions.
",https://www.zuzuhs.com,/images/62fb50f608b16f00135aeb96/Question 4 - ZUZU Hospitality-WhiteBG (2).jpg,sde
63462b1ec02c0300115c449e,Zyllem,"Zyllem is a logistics technology provider that allows enterprises to digitize, optimize & take control over their distribution networks. Zyllem has reduced at least 30% of its customers’ logistics costs, optimize operations via intelligent route planning & achieve visibility over their 3PL partners.",www.zyllem.com,/images/63462b1ec02c0300115c449e/Question 4 - Zyllem Logo_RGB-01.png,sde
